topic_id,created_date,title,posts_count,reply_count,last_post_date
14604,2025-01-28,Issues with using a reference transcriptome in kallisto quant,2,0,2025-01-28
14525,2025-01-22,Kleborate Error,2,0,2025-01-28
14526,2025-01-22,usegalaxy.eu cufflinks no cached reference data,7,3,2025-01-24
14367,2025-01-08,UCSC Reference Genome and GTF Fatal Error no valid exons in the GTF file,4,1,2025-01-22
14509,2025-01-20,Bismark Meth. Extractor version to generate coverage file,2,0,2025-01-22
6125,2021-06-07,Bismark Meth. Extractor not generating coverage files,11,8,2025-01-22
14487,2025-01-18,updating eggnog software and database,2,0,2025-01-22
14452,2025-01-15,Errors with SortMeRNA tool in galaxy,2,0,2025-01-15
4372,2020-08-28,Merge ASV table and taxonomy table in one file,3,1,2025-01-15
14386,2025-01-10,ClustalW tool and MSA sequence,2,0,2025-01-10
11821,2024-02-29,MSMetaEnhancer can't reach services if running on usegalaxy.eu,6,3,2025-01-09
14341,2025-01-06,MaxQuant error with experiment design template (tutorial),8,2,2025-01-09
14276,2024-12-29,Kraken 2 core nt database and large amount of unclassified reads?,7,1,2025-01-08
14349,2025-01-07,import big file from protected cloud to my usegalaxy account,3,1,2025-01-07
14241,2024-12-24,Kraken2 Databse for 16s full length metagenomics,2,0,2025-01-06
14317,2025-01-03,Request for Installation of iTaxoTools/concatenator on Galaxy Europe,2,0,2025-01-03
9830,2023-04-12,Pharokka Database,11,3,2025-01-02
14205,2024-12-18,Trinity job not running,5,1,2024-12-31
13364,2024-09-02,Interactive Jupyter lab enviroment taking a long time to solve an enviroment or failing.,6,2,2024-12-28
14208,2024-12-18,CheckV end to end (Galaxy Version 1.0.3+galaxy0),5,1,2024-12-23
14214,2024-12-19,manta SV is generating no output files,2,0,2024-12-21
14213,2024-12-19,Dataset collection files queueing forever,2,0,2024-12-21
14163,2024-12-12,Kraken2 and Spades not running,8,5,2024-12-17
14188,2024-12-16,Tools not installing on local Galaxy server,2,0,2024-12-16
14146,2024-12-11,Long read genome assemby,2,0,2024-12-13
14106,2024-12-07,Time consuming for InterProScan output,4,1,2024-12-10
14103,2024-12-07,Trying to create a workflow to analyze my nanopore sequencing data,2,0,2024-12-09
14102,2024-12-06,"MITObim results in ""An error occurred with this dataset: fasta format""",2,0,2024-12-06
14051,2024-12-03,Using the salmon tool I´ve got UCSC ids instead of gene_ids,3,1,2024-12-06
14087,2024-12-05,Cannot upload data from ftp folder to history,6,3,2024-12-06
14092,2024-12-05,Kraken 2- jobs waiting and not running,2,0,2024-12-05
14089,2024-12-05,Jobs waiting and not running,2,0,2024-12-05
14062,2024-12-03,RNAstar genome not available? Use a custom reference genome!,2,0,2024-12-04
13422,2024-09-12,could you make KMC from the toolshed (available Galaxy Australia) also available in usegalaxy.eu?,27,16,2024-11-28
14005,2024-11-27,dropbox access token link to galaxy eu,2,0,2024-11-27
6194,2021-06-13,protein-ligand docking visualization using NGLViewer,5,1,2022-01-05
13995,2024-11-26,Disk space requirement,2,0,2024-11-26
2286,2019-10-15,Assistance with resolving Sub.sample tool output error,11,3,2019-10-30
13944,2024-11-20,data not uploading,8,6,2024-11-25
13952,2024-11-21,SignalP 3.0.. run error,2,0,2024-11-22
13938,2024-11-19,false positives and negatives when long reads corrected using short reads,3,1,2024-11-20
13903,2024-11-13,Adding Galaxy EU workflow to IWC Library - Planemo installation,8,5,2024-11-19
13917,2024-11-14,Bandage Image Error,3,1,2024-11-15
13911,2024-11-14,Third Party Identities,2,0,2024-11-14
13894,2024-11-13,Quota exceeded issue,4,1,2024-11-14
13871,2024-11-11,Shovill and Pilon correction,2,0,2024-11-12
13809,2024-10-31,Interproscan format issues,4,1,2024-11-07
13780,2024-10-29,Troubleshooting Generate MD topologies for small molecules,8,5,2024-11-07
13729,2024-10-21,Cannot get QIIME2 artifact to work,6,3,2024-11-07
13841,2024-11-06,Getting full paths of fastq files for QIIME2 Manifest files in Galaxy,2,0,2024-11-06
2520,2019-11-22,Very few genes in htseqCount-/FeatureCounts-Output,7,5,2019-12-10
13822,2024-11-04,can i perform docking for a protein without ligand,2,0,2024-11-05
10142,2023-05-29,problem with funannotate,4,2,2023-06-01
13784,2024-10-30,De-Multiplexing with Je-Demultiplex-Illu,2,0,2024-10-30
13745,2024-10-22,.fastq.gz dataset not showing up in fastqc,5,3,2024-10-30
13774,2024-10-26,Mutect2 error - please advise,6,3,2024-10-29
13746,2024-10-22,Aligner for Circular genomes,2,0,2024-10-23
13732,2024-10-21,Batch options for single end reads using SPades,9,4,2024-10-22
13715,2024-10-18,eggNOG long run time,3,1,2024-10-21
13706,2024-10-17,Convert Single End Read to Paired End??,7,5,2024-10-21
13719,2024-10-19,Run Time problems,2,0,2024-10-20
13690,2024-10-16,Align.seq Error 153,2,0,2024-10-20
13703,2024-10-17,sudden change in STAR alignment of RNA-seq data,2,0,2024-10-17
13572,2024-09-30,Error with make.contigs tool in 16s microbial analysis with mothur tuto,16,12,2024-10-15
13649,2024-10-10,Can users increase the number of threads used for jobs?,2,0,2024-10-10
13621,2024-10-07,BiG-SCAPE job submission failed,4,2,2024-10-09
13596,2024-10-04,Transcript integrity Number,4,2,2024-10-07
13601,2024-10-04,How to get LogFC from Log2(FC),4,1,2024-10-07
13587,2024-10-02,Need to know the possible sources of duplicate listing of mitochondrial genes resulted by the splitting of sequences in the MITOS output,3,0,2024-10-05
13599,2024-10-04,How can i use SILVA_138.2 latets as a reference to align.seqs tool in GALAXY Server?,2,0,2024-10-04
13570,2024-09-30,Getting data from tutorial 16s Microbial analysis with Mothur,2,0,2024-09-30
13554,2024-09-26,Fatal error: Exit code 1 () on StringTie De Novo,4,2,2024-09-28
13544,2024-09-25,BUSCO Fatal error: Exit code 1 (),5,3,2024-09-27
13519,2024-09-23,Jobs get immediately paused,4,2,2024-09-23
13370,2024-09-03,StringTie gene count files have different row numbers,12,6,2024-09-23
13489,2024-09-19,Kraken2 tool failing after SortMeRNA,3,1,2024-09-20
13467,2024-09-17,Make custom blastdb for rpstblastn,3,0,2024-09-18
13470,2024-09-17,Multi mapped reads,2,0,2024-09-17
11571,2024-01-24,HicDetectLoop bug cleanlab version issue,4,1,2024-09-17
13431,2024-09-12,MultiQC 1.24 does not allow comment lines in custom content,4,1,2024-09-16
13390,2024-09-06,DNAdiff output files,10,8,2024-09-12
13406,2024-09-10,VGP- unable to select or add hind3 restriction enzyme to Hi-C scaffolding workflow,2,0,2024-09-10
12833,2024-07-01,Convert Galaxy output HiC file to .hic file for use on UCSC Genome Browser,8,4,2024-09-09
12958,2024-07-12,Removing a user from a workflow shared with specified users,9,4,2024-07-12
13373,2024-09-04,Download of free Bayes vcf files not possible in some cases,2,0,2024-09-04
13307,2024-08-23,time for tool update,4,0,2024-08-30
13327,2024-08-28,Trinity job no results yet,3,1,2024-08-29
13290,2024-08-21,How long does a typical m6Anet run goes for?,2,0,2024-08-27
13286,2024-08-21,How to create data_column input from tabular in workflow,10,2,2024-08-27
6876,2021-10-19,KOBAS settings on local galaxy,6,4,2024-08-27
13075,2024-07-26,Map with minimap2,3,0,2024-08-21
13137,2024-08-05,Please run Megablast as an option with BLASTN,9,7,2024-08-18
12723,2024-06-15,Circexplorer2 runtime,6,4,2024-08-14
13212,2024-08-13,Krocus Database,3,0,2024-08-14
13131,2024-08-03,"""Extract Genomic DNA"" tool",3,1,2024-08-13
13214,2024-08-13,Bowtie2 brucella reference,2,0,2024-08-13
13194,2024-08-10,Create a new column in a table with specific patterns,3,0,2024-08-13
13167,2024-08-07,Quota stuck at 100% after purging large histories,2,0,2024-08-08
13170,2024-08-08,mm10/GRCM38 genome,2,0,2024-08-08
12639,2024-06-05,psortb error on usegalaxy.eu,11,7,2024-08-02
13091,2024-07-29,FastP module of MultiQC not working,3,0,2024-07-30
13005,2024-07-17,GROMACs troubleshooting,21,15,2024-07-29
10514,2023-07-24,Error in running SpoTyping,3,0,2024-07-27
13050,2024-07-23,Workflow ending in multiple VCFs instead of one single VCF,6,3,2024-07-26
13055,2024-07-24,Krocus database missing,2,0,2024-07-24
13054,2024-07-23,Adding nonsense mediated decay (NMD) plugin to ensembl_vep tool,2,0,2024-07-23
11838,2024-03-04,DIAMOND --all option not working,4,2,2024-07-22
13032,2024-07-21,Join two Datasets by Column 1,2,0,2024-07-22
13024,2024-07-19,Artic guppyplex,2,0,2024-07-19
12988,2024-07-16,Kraken-mpa-report and Kraken2,2,0,2024-07-17
12989,2024-07-16,Help to evaluate my assembly results,2,0,2024-07-17
12967,2024-07-13,Troubleshooting: BlobToolKit error after Diamond,4,2,2024-07-16
12944,2024-07-11,zero scores for rrnS and rrnL genes in MITOS2,7,4,2024-07-15
12961,2024-07-12,Problem when running BlobToolKit,2,0,2024-07-12
12950,2024-07-12,BUSCO unable to run in offline mode?,2,0,2024-07-12
12753,2024-06-20,Decoupler on AnnData object from Scanpy - task fails,4,0,2024-07-12
12272,2024-04-22,Rstudio startup problem,3,0,2024-04-24
12907,2024-07-09,N50 statistic for rnaviralSPades,3,1,2024-07-10
12889,2024-07-07,"Problem during workflow importing ""Uncaught exception in exposed API method""",5,3,2024-07-10
12734,2024-06-18,"Funannotate fails, maybe trying to create a file",4,2,2024-07-10
12900,2024-07-08,Interactive CellXgene Environment,4,2,2024-07-09
12802,2024-06-27,Will Nanopore-related tools be updated to accept pod5 files?,3,0,2024-07-08
12869,2024-07-04,Manta SV error using reference genome,4,1,2024-07-08
12847,2024-07-02,"CREx: distance matrix.How should the results from the new tables, where the diagonal is zero, be interpreted?",3,0,2024-07-05
12517,2024-05-16,Compute distance matrix,10,5,2024-07-05
12810,2024-06-28,How to add a new reference-genome on HISTAT2? I need S. agalactiae BM110,6,2,2024-07-01
12817,2024-06-28,Galaxy Down? FastQC not working and unable to upload files,2,0,2024-07-01
12801,2024-06-27,Trouble following hicBuildMatrix step in Hi-C hands on tutorial,3,1,2024-06-30
12784,2024-06-25,Error when parsing assembly graph data in Bandage Image,3,1,2024-06-26
9458,2023-02-14,Exit code 255 in Mageck Count,4,3,2023-03-01
12763,2024-06-22,ITSx tool running forever,2,0,2024-06-24
12736,2024-06-18,Is the output from OrthoFinder depreciated?,2,0,2024-06-22
12756,2024-06-20,cutadapt for paired-end doesn't work with fastqsanger.gz anymore,5,0,2024-06-21
12746,2024-06-19,bedtools intersect intervals,6,3,2024-06-21
12692,2024-06-12,Empty output files from BUSCO with default settings,1,0,2024-06-12
12730,2024-06-17,Inoperative Account on EU Server,2,0,2024-06-18
12229,2024-04-17,Error with new tool ChewBBACA,17,2,2024-06-17
12690,2024-06-12,BBtools - Tadpole,4,2,2024-06-14
12674,2024-06-10,Contributing data as public library or built-in dataset for all users,2,0,2024-06-10
12602,2024-05-30,"Multiple files after demultiplexing using radtags - what files do I use for mapping/SNP calling etc.,?",2,0,2024-06-06
12605,2024-05-30,"FAQ: How to request, review, update existing tools and create new tools",2,0,2024-06-06
12624,2024-06-03,msconvert error,2,0,2024-06-06
12604,2024-05-30,Trouble - couldn't connect to server with FTP,3,1,2024-06-06
12594,2024-05-28,msconvert jobs not queueing,2,0,2024-05-28
12511,2024-05-16,Renaming files in a collection for BiG-SPACE to avoid errors,10,6,2024-05-24
12481,2024-05-13,"CREx: ""missing header"" error",5,1,2024-05-18
12514,2024-05-16,Request to Update antiSMASH,4,1,2024-05-17
12488,2024-05-13,FTP download failing with forbidden error message,4,2,2024-05-17
12490,2024-05-14,Please add the STR detection tool,20,15,2024-05-16
12510,2024-05-15,Running custom tool,2,0,2024-05-15
10717,2023-08-31,Negative values with VCF filter tool,7,5,2024-05-13
12356,2024-04-30,Visualisation of IQTree and FASTTree tree outputs,4,2,2024-05-09
12397,2024-05-03,fgsea returns an error,6,4,2024-05-07
12422,2024-05-07,History purged but not deleted from the account storage,2,0,2024-05-07
12416,2024-05-06,De novo vs Reference-guided Assembly with MIRA v3.4,2,0,2024-05-06
12369,2024-04-30,Extract fields from sample-specific/genotype columns of a VCF with SnpSift Extract Fields,4,1,2024-05-06
12400,2024-05-04,Able to get the directory where the package is located,4,1,2024-05-06
12317,2024-04-26,Porechop tool not working,4,1,2024-05-01
12309,2024-04-25,Datatype for binning files,4,1,2024-04-29
12324,2024-04-26,JupyTool IS NOT WORKING,2,0,2024-04-26
12319,2024-04-26,genome annotation with Braker3,2,0,2024-04-26
12290,2024-04-24,MLST tool output unexpected.,4,2,2024-04-25
12291,2024-04-24,how can i get subgroup from metagenetic sample?,3,1,2024-04-25
12298,2024-04-24,bedtools doesn't work since Maintenance,2,0,2024-04-24
12219,2024-04-16,Error with Rstudio - crashed and impossible to run again,2,0,2024-04-23
12233,2024-04-17,Adding new proteomics tool on usegalaxy.eu,3,0,2024-04-20
12235,2024-04-17,"Tutorial issues - De novo transcriptome assembly, annotation, and differential expression analysis.",4,1,2024-04-19
11863,2024-03-06,GFF file with UTR information,4,1,2024-04-17
12203,2024-04-15,Permanently deleting datasets in history that is already purged,12,6,2024-04-17
12063,2024-04-01,Funannotate-Genmark error,2,0,2024-04-09
12125,2024-04-08,how to make hic plot in hicexplorer,2,0,2024-04-09
4110,2020-07-16,"RNA Seq Analysis - Trimming, FastQC",2,0,2024-04-05
11989,2024-03-22,RNA STAR still running after four days,5,0,2024-04-04
12095,2024-04-04,bedtools Multiple Intersect,2,0,2024-04-04
12045,2024-03-29,Can't identify the error in Funannotate,3,0,2024-04-01
12049,2024-03-29,bedtools BAM to BED,2,0,2024-03-29
12046,2024-03-29,Velvetoptimiser: long running or failed job? Try a SPAdes tool instead!,2,0,2024-03-29
12037,2024-03-28,sRNAPipe query for input fasta files,2,0,2024-03-28
12033,2024-03-28,How to change gene interval in mitos2,2,0,2024-03-28
11955,2024-03-18,Suggestions for tools for de novo assembly from mixed amplicon samples,7,4,2024-03-28
12021,2024-03-26,"Unable to login, getting Err:500 code, and ""Uncaught exception in exposed API method:"" as response",4,2,2024-03-28
12011,2024-03-25,Misconfigured HTTPS certificate,4,1,2024-03-26
11981,2024-03-21,Bowtie 2 and mismatch,4,1,2024-03-25
11972,2024-03-20,Genomes are missing from the dbdey table while present in bowtie2,5,1,2024-03-25
7803,2022-04-01,Trinity taking long time?,6,3,2024-03-25
11953,2024-03-18,Bowtie2 and BWA aligners,8,6,2024-03-22
11971,2024-03-20,Errors occured in PCA analysis,2,0,2024-03-20
11940,2024-03-16,The intermediate output file still exists,11,10,2024-03-20
11854,2024-03-05,IQ-TREE configuration,6,3,2024-03-15
11898,2024-03-09,Output file problem,8,6,2024-03-15
11929,2024-03-14,question about finding job in galaxy queue,2,0,2024-03-14
11907,2024-03-11,Comparing two bacterial genomes sequenced by nanopore,3,1,2024-03-13
11910,2024-03-12,which input data to choose,2,0,2024-03-12
11904,2024-03-10,hicBuildMatrix_not_working,2,0,2024-03-12
11878,2024-03-07,Suggestion for installation (refseq_masher),4,1,2024-03-12
11900,2024-03-10,How can I gunzip a file?,3,1,2024-03-10
11870,2024-03-06,Paired sample comparison in the MAGeCKs test,2,0,2024-03-08
11853,2024-03-05,Mstrg convertion into gene symbol. Is this possible?,2,0,2024-03-05
11813,2024-02-28,My datasets are unavailable for analysis by rsem,2,0,2024-03-04
11805,2024-02-27,RNA seq Vs Tag Seq,2,0,2024-02-29
11801,2024-02-27,Cannot upload seurat object in RStudio,2,0,2024-02-28
11807,2024-02-27,Hg38 canonical genome,2,0,2024-02-28
11793,2024-02-26,Problems with ImageJ2 tools,2,0,2024-02-27
11618,2024-01-29,Can't upload data with gx_get() in Rstudio tool or install GalaxyConnect into desktop R Studio,6,3,2024-02-23
11722,2024-02-16,AGAT convert_GTF2GFF job keeps running,12,5,2024-02-22
11705,2024-02-14,Uploaded RDS files are not visible as input in Seurat tools,3,0,2024-02-20
11703,2024-02-14,FastQC fails in MRSA Genome Assembly tutorial: resolved!,7,3,2024-02-20
9539,2023-03-01,Qiime2 - q2 tools import,3,0,2024-02-17
11693,2024-02-12,Braker3 - Possible unintended interpolation of @3,5,2,2024-02-14
11666,2024-02-06,usegalaxy.eu server overloaded?,2,0,2024-02-06
11575,2024-01-24,align.seq tool- Fatal error 153,4,2,2024-02-05
11647,2024-02-03,Is anyone else having problems to upload data?,2,0,2024-02-05
11612,2024-01-29,recetox-msfinder not working on usegalaxy.eu,3,0,2024-02-01
11621,2024-01-30,Trinity jobs in the queue for 7 days,2,0,2024-01-30
11572,2024-01-24,make_phylogeny tools fails to run,4,2,2024-01-25
11573,2024-01-24,msconvert problems,3,1,2024-01-25
11532,2024-01-19,Jobs running for unexpectedly long durations.,5,2,2024-01-24
11562,2024-01-23,"Co-expression analysis, unable to install WGCNA in Rstudio",2,0,2024-01-23
11529,2024-01-19,history got lost,2,0,2024-01-19
11530,2024-01-19,storage space overload due to uncompressed files,2,0,2024-01-19
11524,2024-01-18,Using the same datasets across different histories,2,0,2024-01-18
11495,2024-01-16,3 day+ queue time for Trinity Assembly,6,3,2024-01-17
11498,2024-01-16,from galaxy to ncbi GEO,2,0,2024-01-16
11492,2024-01-15,Request: in silico PCR,2,0,2024-01-16
11482,2024-01-15,Long waiting time for genome assembly pipeline,3,0,2024-01-16
11468,2024-01-12,Long waiting time for RNA Star,2,1,2024-01-12
11447,2024-01-10,"Uploading issue, Usegalaxy.eu Jan 10 2023",4,1,2024-01-11
11461,2024-01-11,Unable to upload file,2,0,2024-01-11
11407,2024-01-04,Help with vcf annotation,3,1,2024-01-10
11363,2023-12-26,Request: kraken2 DB update,1,0,2023-12-26
11386,2024-01-02,Running jobs (from days),1,0,2024-01-02
11390,2024-01-02,disk quota problem,3,0,2024-01-09
10729,2023-09-01,RNA star tool running into the forth week,9,5,2024-01-09
11405,2024-01-04,Problems with roary output,2,0,2024-01-08
2376,2019-10-29,User Quotas Problems,6,2,2019-11-04
6434,2021-07-30,SRA Data Import Issue,1,0,2021-07-30
6460,2021-08-04,SnpEff Chromosome Not Found Error,1,0,2021-08-04
6461,2021-08-04,Error while wieving .vcf file on IGV,1,0,2021-08-04
6759,2021-09-30,Keep getting “Internal Server Error (500)”,1,0,2021-09-30
7839,2022-04-08,Apollo unable to download user-created annotation,1,0,2022-04-08
8975,2022-11-07,MACS on galaxy giving me an error with python: bad interpreter,1,0,2022-11-07
9055,2022-11-17,Job failed for 'MEGAN: meganize a DIAMOND file',1,0,2022-11-17
9146,2022-12-07,Is rsem_datatypes repo updated to revision 1?,1,0,2022-12-07
10788,2023-09-13,unable to load createor update apollo tool,1,0,2023-09-13
9237,2023-01-02,create gff file with eggnog_mapper,1,0,2023-01-02
6342,2021-07-09,DESeq2 with single cell data - do cells from same sample get treated independently during analysis?,1,0,2021-07-09
3310,2020-04-03,"Missing database for ""Kraken-report"" in galaxay eu server",1,0,2020-04-03
3170,2020-03-13,Creating a Collection with Rules from the History,1,0,2020-03-13
11267,2023-12-02,Increasing cores,8,4,2023-12-15
11304,2023-12-12,Filter reference/subject sequences based on mapping,4,2,2023-12-12
11301,2023-12-12,my workflow not running since launched it 3 days ago,2,0,2023-12-12
11298,2023-12-11,MetaSPAdes shotgun paired end genome assembly,2,0,2023-12-11
11076,2023-11-01,Apollo not responding?,20,9,2023-12-08
3108,2020-03-02,How to do functional annotation after maker,3,1,2023-12-07
4407,2020-09-04,How to perform nr blast (Blast2GO),2,0,2023-12-07
2541,2019-11-26,Blast2GO Errors,6,1,2023-12-07
11259,2023-12-01,Tool is green but is still in queue,4,0,2023-12-04
8680,2022-09-18,Normalize with scanpy,2,0,2023-12-03
11262,2023-12-01,Magecks test stuck running (orange),2,0,2023-12-01
11218,2023-11-27,Bracken database error,6,2,2023-12-01
11227,2023-11-28,Queued gray datasets and how jobs process at public Galaxy servers,2,0,2023-11-28
11223,2023-11-28,Shovill job queued,2,0,2023-11-28
3626,2020-05-09,No link to UCSC to visualise datasets,11,5,2023-11-28
11200,2023-11-22,Roary returning file of 0 bytes: resolved,2,0,2023-11-27
11207,2023-11-24,Input data for nanopore analysis,2,0,2023-11-27
11213,2023-11-26,.gff3 file not showing in build-index with gene model,2,0,2023-11-27
11170,2023-11-18,Timeout during data purge,2,0,2023-11-18
11165,2023-11-17,Request installation of the following tools:,2,0,2023-11-17
11144,2023-11-15,"Hello everyone, i have problem when i do gromacs simulation for protein-ligand complex",3,1,2023-11-16
11133,2023-11-12,Bedgraph-to-bigwig error,4,2,2023-11-14
11119,2023-11-09,Storage if full,3,1,2023-11-10
11094,2023-11-03,Filter by length,2,0,2023-11-06
11087,2023-11-02,Request for megablast tool,4,2,2023-11-03
11085,2023-11-02,error running trimmomatic,4,2,2023-11-03
11072,2023-10-31,Purging doesn't restore the storage,2,0,2023-10-31
11055,2023-10-27,samtools view problems when extracting subset of fastq,3,1,2023-10-31
11048,2023-10-26,Flye jobs don't start,3,0,2023-10-28
11043,2023-10-25,Deseq2 analysis output too many DEGs,2,0,2023-10-26
11035,2023-10-23,Problem in DESe2 with multiple factors,4,2,2023-10-24
11033,2023-10-23,Limma interactive plot 404 error message,2,0,2023-10-23
10244,2023-06-13,Funannotate Missing Genemark Environmental Variables,11,4,2023-06-16
10950,2023-10-12,(HiCPlotTAD)This will generate an empty track!!,13,8,2023-10-21
11027,2023-10-20,"Issue with ""ConvertPrositCSVToLibrary"" - completes successfully but produces 0 bytes of data",2,0,2023-10-20
10995,2023-10-17,"Issue running DIA-NN: Errors out with ""command not found""",5,0,2023-10-19
10977,2023-10-15,Error of Deseq2,2,0,2023-10-16
10927,2023-10-10,Workflow Documentation via link,5,3,2023-10-16
10932,2023-10-11,Error en canu y unicycler,2,0,2023-10-13
4691,2020-10-22,HISAT2 Empty summary file,2,0,2023-10-12
10926,2023-10-10,"FeatureFinderMultiplex fails in ""Peptide and Protein Quantification via Stable Isotope Labelling"" workflow",3,0,2023-10-11
10921,2023-10-10,how to make a BED file,2,0,2023-10-10
10912,2023-10-09,primer trim by galaxy tools,5,1,2023-10-09
10893,2023-10-05,Shovill does not work,2,0,2023-10-05
10853,2023-09-28,Any workflow or program to analyze nanopore cDNAseq?,2,0,2023-09-28
10849,2023-09-27,Local network galaxy: No supported WebSocket library detected error,2,0,2023-09-27
10810,2023-09-19,"compare Galaxy europe aligners (bowtie2, BWA and minimap2) and CLC genomics workbench",12,10,2023-09-27
3973,2020-06-24,Error quantifier module of MirDeep2,6,2,2023-09-25
10823,2023-09-21,mm10 version rna star,2,0,2023-09-21
10447,2023-07-11,CSVLogger (callback) with Create deep learning model,8,1,2023-09-20
10790,2023-09-13,"""From peaks to genes"" error with UCSC Main",6,3,2023-09-15
10791,2023-09-13,SignalP output from InterProScan,3,0,2023-09-14
10783,2023-09-13,Jupyter interactive notebook unable to finish job error,4,1,2023-09-13
10399,2023-07-04,"""error in importRdata"" using isoformswitchanalyzR",15,10,2023-09-12
10672,2023-08-23,Sequence identification from pool of NGS sequence reads,5,3,2023-09-11
10748,2023-09-07,fastq to fastqsanger stuck in orange,2,0,2023-09-11
10745,2023-09-06,Can't get 'Get organelle from reads' to work,6,3,2023-09-11
9950,2023-04-24,goseq error with importing category file,3,0,2023-09-08
10737,2023-09-05,Trinity : use rnaSPAdes instead!,5,3,2023-09-06
10643,2023-08-20,plasmid spades: fatal error exit code 255,11,5,2023-09-05
10740,2023-09-05,File import size issues,3,0,2023-09-05
10725,2023-08-31,Imported file size,4,1,2023-09-05
10718,2023-08-31,problems to delete discarded Items at https://usegalaxy.eu/storage/management,3,1,2023-09-04
10728,2023-08-31,Disk quota question,3,1,2023-08-31
10669,2023-08-23,Busco not working for a particular dataset,8,4,2023-08-30
10670,2023-08-23,A tool in the platform that performs allele frequency calculation on a set of samples?,2,0,2023-08-29
10694,2023-08-26,"Einkorn De Novo assembly, Triticum Monococcum no reference using Filter FastQ and FastQ joiner.",1,0,2023-08-26
10680,2023-08-24,Bam to bigwig conversion fail,2,0,2023-08-24
10652,2023-08-21,Updating databases,3,0,2023-08-21
10630,2023-08-17,Truncated reports from metilene?,6,2,2023-08-21
10627,2023-08-16,Extract subsequence from FASTA/Q file,4,1,2023-08-21
10651,2023-08-21,Account storage,2,0,2023-08-21
3046,2020-02-24,Problems with attributes in featureCounts -- GFF3 input instead of GTF,4,1,2023-08-18
10624,2023-08-16,Infer Experiment results - Unstranded or Stranded (Reverse)?,2,0,2023-08-17
10614,2023-08-10,Human Cell Atlas Downloading Data Troubleshooting,8,5,2023-08-16
10622,2023-08-15,"How to filter output of GFFcompare (class_code i,u,x) and extract filtered transcripts in GTF file?",3,0,2023-08-15
2773,2020-01-09,Unclear Bowtie2 unaligned read filenames,6,2,2023-08-11
10594,2023-08-09,Can not launche Extract Genomic DNA,4,1,2023-08-10
10343,2023-06-26,make.contigs- Fatal error: Exit code 153 (),5,1,2023-08-10
10585,2023-08-07,Analyses of metagenomics data - The global picture,2,0,2023-08-08
10558,2023-08-01,Unicycler: assembly has misassemblies,2,0,2023-08-07
10570,2023-08-02,RNA star with reference genome from history error,2,0,2023-08-07
10537,2023-07-27,What is the correct input for Stacks: populations??,7,4,2023-07-28
10529,2023-07-26,Can't run any tool after weird problem with available disk space,6,3,2023-07-28
10437,2023-07-10,Stacks: Using trimmed sequences as input for de novo map?,3,0,2023-07-26
10508,2023-07-22,Database with clade-specific marker genes - metagenomics data,6,2,2023-07-26
10530,2023-07-26,Jobs queued (in grey) for 2 weeks already,2,0,2023-07-26
10527,2023-07-26,Assembly tool for whole genome and tool for unzip gz file,2,0,2023-07-26
10516,2023-07-25,tools for nanopore data analysis,5,1,2023-07-25
10504,2023-07-21,Problem with the annotatemyIDs tool,4,1,2023-07-25
5832,2021-04-19,Uploading nested directories to nested collections,5,2,2023-07-21
10503,2023-07-21,Where is the gunicorn socket located?,8,5,2023-07-21
10499,2023-07-20,Nanopore data analysis by Galaxy,2,0,2023-07-20
10468,2023-07-16,Update tool DB (Bakta),5,1,2023-07-17
2174,2019-09-25,Temporary outputs of big jobs,8,4,2023-07-17
10465,2023-07-14,File Not Found (). on a job results,2,0,2023-07-17
10467,2023-07-14,Funannotate Compare taking too long,2,0,2023-07-17
10421,2023-07-08,New tool request for EU that is in toolshed,2,0,2023-07-13
10449,2023-07-11,RAD-seq remove samples from raw data,4,2,2023-07-12
10441,2023-07-10,Expanding the built-in reference genomes,3,1,2023-07-12
10432,2023-07-10,Undefined error after running DESeq2,4,1,2023-07-11
10422,2023-07-08,DRAM annotate gives empty files,9,5,2023-07-11
3189,2020-03-18,Really Long time running stacks,3,1,2023-07-10
10355,2023-06-27,get() command in the Jupyter lab notebook,2,0,2023-07-07
7000,2021-11-08,Rstudio on Galaxy.eu : installing new packages,6,1,2023-07-06
10357,2023-06-27,Jupyter Notebook not available in Active Interactive Tools,2,0,2023-07-06
10276,2023-06-18,"IsoformSwitchAnalyzR - ""longer object length is not a multiple of shorter object length""",3,0,2023-07-04
10310,2023-06-22,Problem calling Galaxy History dataset in Python notebook,5,3,2023-07-03
10331,2023-06-24,Trimmomatic error: Warning Perm size,3,0,2023-07-03
10329,2023-06-24,CONCOCT not working.,2,0,2023-07-03
10053,2023-05-11,Troubleshooting Galaxy dataset link-outs to UCSC Genome Browser,7,4,2023-07-03
5389,2021-02-15,MiModd variant calling,2,1,2021-02-15
10337,2023-06-26,Error when trying to setup a new account,2,0,2023-07-02
10362,2023-06-28,TAR file - how to open it,2,0,2023-07-02
10360,2023-06-28,Annotate DESeq2/DEXSeq output,2,0,2023-07-02
10379,2023-07-01,Krona Chart Snapshot,2,0,2023-07-02
2241,2019-10-04,goseQ Erorr based on Reference based rna seq tutorial,2,1,2019-10-04
10342,2023-06-26,Sus Scrofa 11.1 reference genome in Freebayes,2,0,2023-06-27
9723,2023-03-27,Metilene tool fails on ENCODE bigWigToBedGraph converted data,16,9,2023-06-23
10297,2023-06-21,Funnanotate failing in various ways,5,2,2023-06-22
