citing_doi	year	title	venue	authors
10.1007/s00027-024-01096-5	2024	Genetic diversity studies of Baikal endemic sponges at the interspecies and population levels using high-resolution microsatellite markers	Aquatic Sciences	Alena Yakhnenko, Yurij Bukin, Igor Veniaminovich Khanaev, В. Б. Ицкович
10.1101/2024.04.24.590926	2024	Genetic gradual reduction of OGT activity unveils the essential role of O-GlcNAc in the mouse embryo	bioRxiv (Cold Spring Harbor Laboratory)	Sara Formichetti, Agnieszka Sadowska, Michela Ascolani, Julia Hansen, Kerstin Ganter, Christophe Lancrin, Neil E. Humphreys, Mathieu Boulard
10.1128/msystems.01123-23	2024	Genetic mutation in Escherichia coli genome during adaptation to the murine intestine is optimized for the host diet	mSystems	Tomoya Tsukimi, Nozomu Obana, Suguru Shigemori, Kazuharu Arakawa, Eiji Miyauchi, Jiayue Yang, Isaiah Song, Yujin Ashino, Masataka Wakayama, Tomoyoshi Soga, Masaru Tomita, Hiroshi Ohno, Hirotada Mori, Shinji Fukuda
10.1126/scitranslmed.adq2418	2024	Genipin rescues developmental and degenerative defects in familial dysautonomia models and accelerates axon regeneration	Science Translational Medicine	Kenyi Saito‐Diaz, Paula Dietrich, Tripti Saini, Md. Mamunur Rashid, Hsueh‐Fu Wu, Mohamed Ishan, Xin Sun, Sydney Bedillion, Archie Jayesh Patel, Anthony Robert Prudden, Camryn Gale Wzientek, Trinity Nora Knight, Ya‐Wen Chen, Geert‐Jan Boons, Shuibing Chen, Lorenz Studer, Michael Tiemeyer, Bingqian Xu
10.1016/b978-0-323-95502-7.00256-6	2024	Genome Annotation: Perspective From Bacterial Genomes	Elsevier eBooks	Shen Jean Lim, Morgan Young
10.1007/978-1-0716-3658-9_11	2024	Genome Editing, Transcriptional Regulation, and Forward Genetic Screening Using CRISPR-Cas12a Systems in Yarrowia lipolytica	Methods in molecular biology	Adithya Ramesh, Sang Cheon Lee, Ian R. Wheeldon
10.1111/imb.12894	2024	Genome assembly and transcriptomic analysis to elucidate the ability of Nasonovia ribisnigri to break host plant resistance	Insect Molecular Biology	Dion Garrett, Graham R. Teakle, ROSEMARY H. COLLIER, James R. Bell, Sergio Cerezo, Ramiro Morales‐Hojas
10.1007/s00412-024-00827-9	2024	Genome location, evolution and centromeric contribution of satellite DNAs shared between the two closely related species Drosophila serido and D. antonietae (repleta group, buzzatii cluster)	Chromosoma	Ana Mattioli Laborne, Dora Yovana Barrios‐Leal, John Seymour Heslop-Harrison, Maura Helena Manfrin, Gustavo C.S. Kuhn
10.1093/ismeco/ycad008	2024	Genome-wide assessment of genetic diversity and transcript variations in 17 accessions of the model diatom Phaeodactylum tricornutum	ISME Communications	Timothée Chaumier, Feng Yang, Eric Manirakiza, Ouardia Aït-Mohamed, Yue Wu, Udita Chandola, Bruno Jesus, Gwenaël Piganeau, Agnès Groisillier, Leı̈la Tirichine
10.1186/s13059-024-03278-8	2024	Genome-wide identification of replication fork stalling/pausing sites and the interplay between RNA Pol II transcription and DNA replication progression	Genome biology	Patricia Guzmán Rojas, Jianming Wang, Giovanni Guglielmi, Martina Mustè Sadurnì, Lucas Pavlou, Geoffrey Ho Duen Leung, Vijay Rajagopal, Fabian Spill, Marco Saponaro
10.1101/2024.11.04.621868	2024	Genome-wide mapping of RPA1 and RAD9 reveals the management of polycistronic transcription, replication initiation, and responses to replication stress in Leishmania	bioRxiv (Cold Spring Harbor Laboratory)	Jennifer Ann Black, Stela Virgílio, Matheus Silva e Bastos, Gabriel L. A. Silva, Jeziel D. Damasceno, Craig T. Lapsley, Richard D. McCulloch, Luíz Ricardo Orsini Tosi
10.1186/s12863-024-01270-6	2024	Genome-wide profiling of bZIP transcription factors in Camelina sativa: implications for development and stress response	BMC Genomic Data	Shahroz Rahman, Abdul Rehman Ikram, Latifa AlHusnain, Sajid Fiaz, Muhammad Umar Rafique, Muhammad Amjad Ali, Muneera D. F. AlKahtani, Kotb A. Attia, Farrukh Azeem
10.3390/v16081280	2024	Genomic Characterization of Three Canadian Mumps Outbreaks Demonstrates Endemic Transmission in Canada	Viruses	Jasmine Rae Frost, G. Seo, Kerry Dust, Jared Bullard, Peter Daley, Jason J. LeBlanc, Joanne Hiebert, Elizabeth McLachlan, Alberto Severini
10.1016/j.modpat.2024.100682	2024	Genomic and Transcriptomic Analysis of Ameloblastoma Reveals Distinct Molecularly Aggressive Phenotypes	Modern Pathology	Constanza Celia Nieto Marín, Akinyele Olumuyiwa Adisa, Sven Eric Niklander, Janine Kirby, Keith David Hunter
10.3389/fmicb.2024.1359726	2024	Genomic and functional analysis of the mucinolytic species Clostridium celatum, Clostridium tertium, and Paraclostridium bifermentans	Frontiers in Microbiology	Francesco Candeliere, Eliana Musmeci, Laura Solà, Alberto Amaretti, Stefano Raimondi, Maddalena Rossi
10.1016/j.scitotenv.2024.173027	2024	Genomic epidemiology of Staphylococcus aureus from the Iberian Peninsula highlights the expansion of livestock associated-CC398 towards wildlife	The Science of The Total Environment	Beatriz Ramos, Mónica V. Cunha
10.1038/s41467-024-50143-0	2024	Germline β−1,3-glucan deposits are required for female gametogenesis in Arabidopsis thaliana	Nature Communications	Sara Cristina Pinto, Weng Herng Leong, Hwei‐Ting Tan, Lauren Sara McKee, Amelie Prevost, Chao Ma, Neil J. Shirley, Rosanna Petrella, Xiujuan Yang, Anna M. Koltunow, Vincent Bulone, Masahiro M. Kanaoka, Tetsuya Higashyiama, Sı́lvia Coimbra, Matthew R. Tucker
10.1038/s41598-024-70235-7	2024	Granulosa cells provide transcriptomic information on ovarian follicle dynamics in southern white rhinoceros	Scientific Reports	Kristin Klohonatz, Barbara Durrant, Marc-André Sirard, Elena Ruggeri
10.21203/rs.3.rs-4765147/v1	2024	Granulosa cells provide transcriptomic information on ovarian follicle dynamics in the southern white rhinoceros	Research Square	Kristin Klohonatz, Barbara Durrant, Marc‐André Sirard, Elena Ruggeri
10.3390/biom14020148	2024	Growth, Enzymatic, and Transcriptomic Analysis of xyr1 Deletion Reveals a Major Regulator of Plant Biomass-Degrading Enzymes in Trichoderma harzianum	Biomolecules	Lunji Wang, Yishen Zhao, Siqiao Chen, Xian Wen, Wilfred Mabeche Anjago, Tianchi Tian, Yajuan Chen, Jinfeng Zhang, Sheng Deng, Min Jiu, Pengxiao Fu, Dongmei Zhou, Irina S. Druzhinina, Lihui Wei, Paul Daly
10.1093/bib/bbae221	2024	Guidelines for reproducible analysis of adaptive immune receptor repertoire sequencing data	Briefings in Bioinformatics	Ayelet Peres, Vered Klein, Boaz Frankel, William Lees, Pazit Polak, Mark Meehan, Artur Rocha, João Correia Lopes, Gur Yaari
10.1038/s41598-024-56242-8	2024	Gut diversity and the resistome as biomarkers of febrile neutropenia outcome in paediatric oncology patients undergoing hematopoietic stem cell transplantation	Scientific Reports	Sára Šardzíková, Kristina Andrijkova, Peter Švec, Gábor Beke, Lubos Klucar, Gabriel Minárik, Viktor Bielik, Alexandra Kolenová, Katarína Šoltýs
10.1128/msystems.00839-24	2024	Gut microbiome and serum metabolome alterations associated with lactose intolerance (LI): a case‒control study and paired-sample study based on the American Gut Project (AGP)	mSystems	Hong Xue, Yitian Wang, Chunfeng Mei, Lili Han, Mengxiong Lu, Xuan Li, Ting Chen, Fengyun Wang, Xudong Tang
10.1038/s41467-024-51407-5	2024	H-NS is a bacterial transposon capture protein	Nature Communications	Charles Cooper, Simon Legood, Rachel L. Wheat, David Forrest, Prateek Sharma, James R. J. Haycocks, David C. Grainger
10.1016/j.bbagrm.2024.195048	2024	H3K56 acetylation affects Candida albicans morphology and secreted soluble factors interacting with the host	Biochimica et Biophysica Acta (BBA) - Gene Regulatory Mechanisms	Marisa Conte, Daniela Eletto, Martina Pannetta, Roberta Esposito, Maria Chiara Monti, Elva Morretta, Peter Tessarz, Silvana Morello, Alessandra Tosco, Amalia Porta
10.1186/s12992-024-01083-3	2024	Harnessing genomic technologies for one health solutions in the tropics	Globalization and Health	Andrew Calcino, Ira Cooke, Pete Cowman, Megan Higgie, Cécile Massault, Ulf Schmitz, Maxine Anne Whittaker, Matthew A. Field
10.1017/s0950268824000906	2024	High Campylobacter diversity in retail chicken: epidemiologically important strains may be missed with current sampling methods	Epidemiology and Infection	Agata H Dziegiel, Samuel J. Bloomfield, George M. Savva, Raphaëlle Palau, Nicol Janecko, John R. Wain, Alison E. Mather
10.1038/s41467-024-51785-w	2024	Histone H3.3 lysine 9 and 27 control repressive chromatin at cryptic enhancers and bivalent promoters	Nature Communications	Matteo Trovato, Daria Bunina, Umut Yildiz, Nadine Fernandez-Novel Marx, Michael Uckelmann, Vita Levina, Yekaterina Perez, Ana Janeva, Benjamin A. Garcia, Chen Davidovich, Judith B. Zaugg, Kyung‐Min Noh
10.1111/nph.19986	2024	Hop stunt viroid infection induces heterochromatin reorganization	New Phytologist	Joan Márquez‐Molins, Jinping Cheng, Julia Corell‐Sierra, Vasti Thamara Juárez-González, Pascual Villalba‐Bermell, María Luz Annacondia, Gustavo Gómez, Germán Martínez
10.1111/acel.14097	2024	Human myofiber‐enriched aging‐induced lncRNA FRAIL1 promotes loss of skeletal muscle function	Aging Cell	Matthew J. Miller, Kevin J. Gries, George R. Marcotte, Zachary Ryan, Matthew D. Strub, Hawley Kunz, Bonnie Kaye Arendt, Surendra Dasari, Scott Matthew Ebert, Christopher M. Adams, Ian R. Lanza
10.3389/fmicb.2024.1473822	2024	Hydrothermal vents supporting persistent plumes and microbial chemoautotrophy at Gakkel Ridge (Arctic Ocean)	Frontiers in Microbiology	Gunter Wegener, Massimiliano Molari, Autun Purser, Alexander Diehl, E. Albers, Maren Walter, Christian Mertens, Christopher R. German, Antje Boëtius
10.1101/2024.11.29.626015	2024	Hypoxia inhibits newt skeletal muscle dedifferentiation	bioRxiv (Cold Spring Harbor Laboratory)	Georgii Vdovin, Hannah Walters, Konstantin E. Troyanovskiy, Yugo Tsuchiya, Maximina Hee Yun
10.3390/genes15040403	2024	Identification and Potential Roles of Human MicroRNAs in Ebola Virus Infection and Disease Pathogenesis	Genes	Melvin Mensah‐Bonsu, Christopher Doss, Clay Gloster, Perpetua M. Muganda
10.3390/ijms25136853	2024	Identification of New Chemoresistance-Associated Genes in Triple-Negative Breast Cancer by Single-Cell Transcriptomic Analysis	International Journal of Molecular Sciences	Spyros Foutadakis, Dimitris Kordias, Giannis Vatsellas, Angeliki Magklara
10.1093/jxb/erae429	2024	Identification of genes associated with sex expression and sex determination in hemp (Cannabis sativa L.)	Journal of Experimental Botany	Jiaqi Shi, Matteo Toscani, Caroline A. Dowling, Susanne Schilling, Rainer Melzer
10.1093/jambio/lxae173	2024	Identification of mechanisms modulating chlorhexidine and octenidine susceptibility inProteus mirabilis	Journal of Applied Microbiology	Harriet Pelling, Vicky Bennett, Lucy J. Bock, Matthew E. Wand, Emma L. Denham, Wendy M. Macfarlane, J. Mark Sutton, Brian V. Jones
10.1016/j.rvsc.2024.105370	2024	Impact of vaccination with the Anaplasma phagocytophilum MSP4 chimeric antigen on gene expression in the rabbit host	Research in Veterinary Science	Alberto Moraga‐Fernández, María de Sousa-Blanco, João Pedro Marques, João Queirós, Rubén Fernández-Melgar, Olga García‐Álvarez, Paulo C. Alves, Marinela Contreras
10.3390/metabo14030163	2024	In Silico Analysis of Novel Bacterial Metabolites with Anticancer Activities	Metabolites	Pfariso Maumela, Mahloro Hope Serepa‐Dlamini
10.2174/0115734064304100240511112619	2024	In Silico Discovery and Predictive Modeling of Novel Acetylcholinesterase (AChE) Inhibitors for Alzheimer's Treatment	Medicinal Chemistry	Humaera Noor Suha, Md Shamim Hossain, Shofiur Rahman, Shofiur Rahman, Abdullah N. Alodhayb, Md. Mainul Hossain, Sarkar M. A. Kawsar, Raymond A. Poirier, Raymond A. Poirier, Kabir M. Uddin
10.1002/slct.202402780	2024	In Silico Prediction of Antibacterial Activity of Quinolone Derivatives	ChemistrySelect	Tafsir Karim, Mansour H. Almatarneh, Shofiur Rahman, Abdullah N. Alodhayb, Hamad Albrithen, Md. Mainul Hossain, Sarkar M. A. Kawsar, Raymond A. Poirier, Kabir M. Uddin
10.1007/s42250-024-01137-4	2024	In Vivo Screening and In Silico Structure-Based Characterization of Synthesized Oxadiazole Derivatives with Potential Anticonvulsant Activity	Chemistry Africa	Vipul M. Patil, Harinath N. More
10.1101/2024.10.30.621158	2024	In a model of parasite-mediated exhaustion, stem-like CD8 T cells differentiate into an unconventional intermediate effector memory subset	bioRxiv (Cold Spring Harbor Laboratory)	Magali M. Moretto, Keer Chen, Claire B. Cox, Jie Chen, Imtiaz Ali Khan
10.1159/000539429	2024	In silico Characterization of Satellitomes and Cross-Amplification of Putative satDNAs in Two Species of the Hypostomus ancistroides Complex (Siluriformes, Loricariidae)	Cytogenetic and Genome Research	Dinaíza Abadia Rocha Reis, Igor Henrique Rodrigues‐Oliveira, Rubens Pasa, Fabiano Bezerra Menegídio, John Seymour Heslop-Harrison, Trude Schwarzacher, Karine Frehner Kavalco
10.1016/j.crbiot.2024.100244	2024	In silico analysis of the expression profile of AA9 Lytic Polysaccharide Monooxygenases (LPMOs) and the CDH Cellobiose Dehydrogenase enzyme in wood-degrader Agaricomycetes. The Pleurotus ostreatus case	Current Research in Biotechnology	Idoia Jiménez, Gabriel Roscales, Edurne Garde, Emilia Chuina Tomazeli, Yoichi Honda, Anna Lipzen, Kathleen Lail, Diane M. Bauer, Kerrie Barry, Igor V. Grigoriev, Lucı́a Ramı́rez
10.1186/s12864-024-10305-2	2024	In silico biotechnological potential of Bacillus sp. strain MHSD_37 bacterial endophyte	BMC Genomics	Pfariso Maumela, Adivhaho Khwathisi, Ntakadzeni Edwin Madala, Mahloro Hope Serepa‐Dlamini
10.1038/s41598-024-70358-x	2024	In vitro evidence for the potential of EGFR inhibitors to decrease the TGF-β1-induced dispersal of circulating tumour cell clusters mediated by EGFR overexpression	Scientific Reports	Jorian D. Hapeman, Rakshit Galwa, Caroline S. Carneiro, Aurora M. Nedelcu
10.1128/msphere.00423-24	2024	In vivo evolution to hypermucoviscosity and ceftazidime/avibactam resistance in a liver abscess caused by Klebsiella pneumoniae sequence type 512	mSphere	Valerio Capitani, Gabriele Arcari, Cecilia Ambrosi, Daniela Scribano, Mariateresa Ceparano, Riccardo Polani, Alice De Francesco, Giammarco Raponi, Giancarlo Ceccarelli, Paolo Villari, Anna Teresa Palamara, Carolina Marzuillo, Alessandra Carattoli
10.1038/s41514-024-00154-4	2024	Increased vascular smooth muscle cell senescence in aneurysmal Fibulin-4 mutant mice	npj Aging	Sanne J. M. Stefens, Nicole van Vliet, Arne S. IJpma, Joyce E. Burger, Yunlei Li, Paula M. van Heijningen, Jan H.N. Lindeman, Danielle F. Majoor‐Krakauer, Hence J.M. Verhagen, Roland Kanaar, Jeroen Essers, Ingrid van der Pluijm
10.1007/s15010-024-02396-6	2024	Infants < 90 days of age with late-onset sepsis display disturbances of the microbiome-immunity interplay	Infection	Simon Graspeuntner, Mariia Lupatsii, Vera van Zandbergen, Marie-Theres Dammann, Julia Pagel, Duc Ninh Nguyen, Alexander Humberg, Wolfgang Göpel, Egbert Herting, Jan Rupp, Christoph Härtel, Mats Ingmar Fortmann
10.1016/j.ydbio.2024.04.006	2024	Influence of DNA-methylation at multiple stages of limb chondrogenesis	Developmental Biology	Mario Alberto Pérez-Maldonado, Ximena Alexandra González-González, Jesús Chimal‐Monroy, Jessica Cristina Marín‐Llera
10.21203/rs.3.rs-3934390/v1	2024	Ingestion of Amoxicillin – Clavulanic Acid at therapeutic concentration during blood meal impacts Aedes aegypti microbiota and dengue virus transmission	Research Square	Margot Garcia--Van Smévoorde, Elodie Calvez, Isaure Quétel, Christelle Dollin, Sébastien Breurec, Anubis Vega-Rúa
10.1038/s41598-024-64221-2	2024	Ingestion of amoxicillin–clavulanic acid at therapeutic concentration during blood meal impacts Aedes aegypti microbiota and dengue virus transmission	Scientific Reports	Margot Garcia--Van Smévoorde, Elodie Calvez, Isaure Quétel, Christelle Dollin, Sébastien Breurec, Anubis Vega-Rúa
10.1038/s41388-023-02926-w	2024	Inhibition of the YAP-MMB interaction and targeting NEK2 as potential therapeutic strategies for YAP-driven cancers	Oncogene	Marco Jessen, Dörthe Gertzmann, Franziska Liss, Franziska Zenk, Laura Bähner, Victoria Schöffler, Clemens Schulte, Hans Michael Maric, Carsten Patrick Ade, Björn von Eyß, Stefan Gaubatz
10.1016/j.aquaculture.2024.740979	2024	Insights into core molecular changes associated with metamorphosis in gilthead seabream larvae across diverse hatcheries	Aquaculture	Babak Najafpour, Soraia Santos, Manuel Manchado, Aurora Vidal, Andreas Tsipourlianos, Adelino V. M. Canário, Katerina A. Moutou, Deborah Mary Power
10.2217/epi-2023-0213	2024	Integrated Analysis of Transcriptome and Epigenome Reveals ENSR00000272060 as a Potential Biomarker in Gastric Cancer	Epigenomics	Basireh Bahrami, Markus Wolfien, Parvaneh Nikpour
10.1101/2024.11.14.623636	2024	Integrating Nanopore MinION Sequencing into National Animal Health AMR Surveillance Programs: An Indonesian Pilot Study of Chicken Slaughterhouse Effluent and Rivers	bioRxiv (Cold Spring Harbor Laboratory)	Rallya Telussa, Puji Rahayu, Thufeil Yunindika, Curtis J. Kapsak, Kanti Rahayu, Oli Susanti, Imron Suandy, Nuraini Triwijayanti, Aji Barbora Niasono, Syamsul Maarif, Hendra Wibawa, Lestari Lestari, Gunawan B. Utomo, Farida Camallia Zenal, Luuk Schoonman, Lee E. Voth‐Gaeddert
10.1007/s00122-024-04750-6	2024	Integrating targeted genetic markers to genotyping-by-sequencing for an ultimate genotyping tool	Theoretical and Applied Genetics	Maxime de Ronne, Amina Abed, Gaétan Légaré, Jérôme Laroche, Vincent-Thomas Boucher St-Amour, Eric Fortier, Aaron D. Beattie, Ana Maria Badea, Raja Ram Khanal, Louise S. O’Donoughue, Istvan Rajcan, Francois J. Belzile, Brian W. Boyle, Davoud Torkamaneh
10.1080/15476286.2024.2429230	2024	Interactors and effects of overexpressing YlxR/RnpM, a conserved RNA binding protein in cyanobacteria	RNA Biology	Luisa Hemm, Anna Miucci, Alexander Kraus, Matthias Riediger, Stefan Tholen, Nouha Abdelaziz, Jens Georg, Oliver Schilling, Wolfgang R. Hess
10.1101/2024.01.06.574455	2024	Interactors and effects of overexpressing YlxR/RpnM, a conserved RNA binding protein in cyanobacteria	bioRxiv (Cold Spring Harbor Laboratory)	Luisa Hemm, Anna Miucci, Matthias Riediger, Stefan Tholen, Alexander Kraus, Jens Georg, Oliver Schilling, Wolfgang R. Hess
10.1007/s10750-024-05537-y	2024	Interdisciplinary approaches at early invasion stages maximise the evidence on human-induced and climate-driven fish dispersal	Hydrobiologia	Riccardo Virgili, Paolo Fasciglione, Francesco Tiralongo, Raimondo Pannone, Marialetizia Palomba, Mario Santoro, Pasquale De Luca, Fabio Crocetta
10.3390/metabo14020121	2024	Intestinal Dysbiosis in Subjects with Obesity from Western Mexico and Its Association with a Proinflammatory Profile and Disturbances of Folate (B9) and Carbohydrate Metabolism	Metabolites	Verónica Riggen-Bueno, Susana del Toro‐Arreola, Tonatiuh Abimael Baltazar-Díaz, Natali Vega‐Magaña, Marcela Peña Rodríguez, Paula A. Castaño, Laura Verónica Sánchez-Orozco, José María Vera-Cruz, Miriam Ruth Bueno‐Topete
10.1002/slct.202304929	2024	Investigating Baxdrostat and Its Derivatives as Aldosterone Synthase Inhibitors for Resistant Hypertension: An In Silico Approach	ChemistrySelect	Atiqa Labiba, Sanaa S. Al Abbad, Shofiur Rahman, Abdullah N. Alodhayb, Raymond A. Poirier, Kabir M. Uddin
10.1101/2024.01.24.576385	2024	Investigating Sensitivity, Specificity and Accuracy of Variant Calling Pipelines for Analyzing SARS-CoV-2 Data	bioRxiv (Cold Spring Harbor Laboratory)	A Bala Krishna, Judy Seunghee Choi
10.1038/s41598-024-63237-y	2024	Investigating the potential of 6-substituted 3-formyl chromone derivatives as anti-diabetic agents using in silico methods	Scientific Reports	Minhaz Zabin Saif, Nusrat Jahan Ikbal Esha, Syeda Tasnim Quayum, Shofiur Rahman, Mahmoud A. Al‐Gawati, Ghadah Alsowygh, Hamad Albrithen, Abdullah N. Alodhayb, Raymond A. Poirier, Kabir M. Uddin
10.1016/j.scitotenv.2024.178019	2024	Iron oxides promote physicochemical stabilization of carbon despite enhancing microbial activity in the rice rhizosphere	The Science of The Total Environment	Han Sun, Xiaomin Ma, Lukas Van Zwieten, Yu Luo, Robert William Brown, Georg Guggenberger, Sheng Tang, Yakov V. Kuzyakov, Peduruhewa H. Jeewani
10.3390/ph17121616	2024	Isolation and Characterization of Lytic Bacteriophages Capable of Infecting Diverse Multidrug-Resistant Strains of Pseudomonas aeruginosa: PaCCP1 and PaCCP2	Pharmaceuticals	Boris Parra, M. De Los A. Sandoval, Vicente Arriagada, Luis Amsteins, Cristobal Aguayo, Andrés Opazo-Capurro, Arnaud Dechesne, Gerardo González‐Rocha
10.1016/j.humgen.2024.201341	2024	KRT14 as a potential prognostic marker for metastasis in metaplastic breast carcinoma	Human Gene	Bhaskar Jyoti Gogoi, Benjamin Lalrinpuia, Lalhmingliana --, Nachimuthu Senthil Kumar
10.26508/lsa.202402829	2024	Laminin-α2 chain deficiency in skeletal muscle causes dysregulation of multiple cellular mechanisms	Life Science Alliance	Susana G. Martins, Vanessa Ribeiro, Catarina Drumonde Melo, Cláudia Paulino-Cavaco, Dario Antonini, Sharadha Dayalan Naidu, Fernanda Murtinheira, Inês T.E. Fonseca, Bérénice Saget, Mafalda Pita, Diogo R. Fernandes, Pedro Gameiro dos Santos, Gabriela Rodrigues, Rita Zilhão, Federico Herrera, Albena T
10.1016/j.apsoil.2024.105723	2024	Land use intensity differently affects soil microbial functional communities in arable fields	Applied Soil Ecology	Chenguang Gao, S. Emilia Hannula, Peter M. van Bodegom, Т. Martijn Bezemer, Franciska T. de Vries, Jan Hassink, Michiel H. in ‘t Zandt, Gabriel Y.K. Moinet
10.1590/1678-4685-gmb-2023-0284	2024	Legume-rhizobia symbiosis: Translatome analysis	Genetics and Molecular Biology	María J. Sáinz, Mariana Sotelo-Silveira, Carla Valeria Filippi, Sofía Zardo
10.21203/rs.3.rs-1897221/v2	2024	Linking Chamber-Specific Spatial Chromatin Interactions to Disease Variants and Gene Programs in Human Cardiomyocytes	Research Square	Sara Haydar, Rebecca Bednarz, Patrick Laurette, Núria Díaz i Pedrosa, Pavankumar Videm, T. Lueneburg, Sabine Kuss, Harald Lahm, Martina Dreßen, Markus Krane, Constanze Schmidt, Björn Andreas Grüning, Katrin Streckfuß‐Bömeke, Ralf Gilsbach
10.1007/s11104-024-07091-x	2024	Linking soil characteristics, rhizosphere microbiome composition, and plant defence reaction to apple replant disease severity	Plant and Soil	Nils Orth, Jiem Krueger, Benye Liu, Fatma Mahmoud, Sarah Benning, Ludger Beerhues, Michael Schloter, Jens Boy, Georg Guggenberger, Traud Winkelmann
10.1101/2024.03.06.583666	2024	MYB68 orchestrates cork differentiation by regulating stem cell proliferation and suberin deposition	bioRxiv (Cold Spring Harbor Laboratory)	David Molina, S Horvath, Xudong Zhang, Wei Xiao, Noah Ragab, Dagmar Ripper, Joachim Kilian, Tonni Grube Andersen, Laura Ragni
10.1016/b978-0-323-95502-7.00242-6	2024	Mapping the Environmental Microbiome	Elsevier eBooks	Shen Jean Lim
10.1371/journal.pcbi.1012215	2024	Mapping the Evolutionary Space of SARS-CoV-2 Variants to Anticipate Emergence of Subvariants Resistant to COVID-19 Therapeutics	PLoS Computational Biology	Roberth Anthony Rojas Chávez, Mohammad Fili, Changze Han, Syed Ashiqur Rahman, Isaiah G. L. Bicar, Sullivan Gregory, Annika Helverson, Guiping Hu, Benjamin W. Darbro, Jishnu Das, Grant Brown, Hillel Haim
10.1101/2024.11.07.622476	2024	Menadione reduces the expression of virulence- and colonisation-associated genes in Helicobacter pylori	bioRxiv (Cold Spring Harbor Laboratory)	Stephen Thompson, Rebecca Omoyemi Ojo, Lesley Hoyles, Jody Anne Winter
10.1101/2024.06.21.600011	2024	MetaKSSD: Boosting the Scalability of Reference Taxonomic Marker Database and the Performance of Metagenomic Profiling Using Sketch Operations	bioRxiv (Cold Spring Harbor Laboratory)	Huiguang Yi, Xiaoxin Lu, Qing Chang
10.1016/j.bioorg.2024.108046	2024	Metabolomic fingerprinting, molecular modelling and experimental bioprospection of Helianthus annuus seed cultivars as Pseudomonas aeruginosa LasR modulators	Bioorganic Chemistry	Akshay Raghoonanadan, Yamkela Dweba, Christiana Eleojo Aruwa, Saheed Sabiu
10.1016/j.scitotenv.2024.174272	2024	Metagenomic profiling of raw wastewater in Portugal highlights microbiota and resistome signatures of public health interest beyond the usual suspects	The Science of The Total Environment	Beatriz Ramos, Artur B. Lourenço, Sílvia Monteiro, Ricardo Santos, Mónica V. Cunha
10.1016/b978-0-443-15558-1.00002-3	2024	Mining bioparts for the biosynthesis of plant-derived bioactive compounds via omics and bioinformatics technologies	Elsevier eBooks	Zheyong Xue, Yanlin Li, Xue Yin, Yanhong Guo, Jia Liu
10.3389/finsc.2024.1334526	2024	Minor impact of probiotic bacteria and egg white on Tenebrio molitor growth, microbial composition, and pathogen infection	Frontiers in Insect Science	Carlotta Savio, Pascal Herren, Agnès Réjasse, Alfredo Rios, William Bourelle, Annette Bruun Jensen, Antoine Lecocq, Joop J. A. van Loon, Christina Nielsen‐LeRoux
10.3390/v16040560	2024	Mixed Infections Unravel Novel HCV Inter-Genotypic Recombinant Forms within the Conserved IRES Region	Viruses	Natalia Echeverría, Fabiana Gámbaro, Stephanie M. Beaucourt, Martín Sóñora, Nelia Hernández, Juan Cristina, Gonzalo Moratorio, Pilar Moreno
10.4236/ajmb.2025.151006	2024	Molecular Identification of Echinococcus spp. and Other Taeniid Tapeworms Using Next-Generation Sequence Analysis of PCR Amplified 18s rRNA Gene	American Journal of Molecular Biology	Rasmi Abu‐Helu, George Kokaly, Sajeda Nojoum, Imad Matouk, Murad Ibrahim, Ibrahim Abbasi
10.1101/2024.04.02.587684	2024	Molecular Identification of Echinococcus spp. and other Taeniid Tapeworms Using Next Generation Sequence Analysis of PCR Amplified 18s rRNA gene	bioRxiv (Cold Spring Harbor Laboratory)	Rasmi Abu‐Helu, George Kokaly, Sajeda Nojoum, Imad Matouk, Murad Ibrahim, Ibrahim Abbasi
10.3390/f15020329	2024	Molecular Phylogenetics and Light Microscopy Reveal “True” and “False” Calacarines and Novel Genital Structures in Gall Mites (Acariformes, Eriophyoidea)	Forests	Philipp E. Chetverikov, Charnie Craemer, Vladimir D. Gankevich, Nhung Thi Tuyet Le, Viet Duc Nguyen, Trinh Xuan Hoat, James W. Amrine
10.1186/s12864-024-10969-w	2024	Molecular cloning of PRD-like homeobox genes expressed in bovine oocytes and early IVF embryos	BMC Genomics	Barış Yaşar, Nina Boskovic, Marilin Ivask, Jere Weltner, Eeva‐Mari Jouhilahti, Piibe Vill, Tiina Skoog, Ülle Jaakma, Juha Kere, Thomas R. Bürglin, Shintaro Katayama, Tõnis Org, Ants Kurg
10.11646/phytotaxa.644.1.5	2024	Mooraboolomyces wintlei gen. & sp. nov. from Victoria, Australia	Phytotaxa	C. Hull, Andrew S. Urquhart, Alexander Idnurm
10.1016/j.imu.2024.101507	2024	Multi-ensemble machine learning framework for omics data integration: A case study using breast cancer samples	Informatics in Medicine Unlocked	Kunal Tembhare, Tina Sharma, Sunitha Manjari Kasibhatla, Archana Achalere, Rajendra Joshi
10.1038/s41598-024-54522-x	2024	Multi-omics resources for the Australian southern stuttering frog (Mixophyes australis) reveal assorted antimicrobial peptides	Scientific Reports	Simon S. K. Tang, Emma Peel, Katherine Belov, Carolyn J. Hogg, Katherine A. Farquharson
